EmployeeID,Tenure,Department,Role,MonthlyHours,LastPromotion,Salary,Attrition,RiskPercentage,Driver1,Driver2,Driver3
EMP0261,27,Operations,Operations Specialist,160,6,52003.82,0,51.6,Salary,LastPromotion,Role Overload
EMP0262,5,Sales,Account Executive,190,0,75803.07,1,38.0,MonthlyHours,Role Overload,Tenure
EMP0263,19,Operations,Director of Operations,193,8,159138.98,0,60.0,Role Overload,MonthlyHours,Market Competitiveness
EMP0264,31,HR,VP of HR,184,24,174713.84,0,43.2,Market Competitiveness,Salary,LastPromotion
EMP0265,34,HR,VP of HR,175,19,184062.97,0,49.1,Role Overload,MonthlyHours,Market Competitiveness
EMP0266,53,Marketing,Marketing Manager,151,45,119063.53,0,64.0,Tenure,MonthlyHours,Role Overload
EMP0267,2,Operations,Operations Specialist,175,1,65077.71,0,47.9,Salary,Role Overload,Market Competitiveness
EMP0268,6,Marketing,VP of Marketing,176,0,167068.6,0,20.3,MonthlyHours,Market Competitiveness,LastPromotion
EMP0269,64,HR,VP of HR,208,25,194209.22,1,62.3,Tenure,MonthlyHours,Market Competitiveness
EMP0270,55,Operations,Operations Manager,169,5,121440.5,1,61.0,Tenure,MonthlyHours,Market Competitiveness
EMP0271,18,Marketing,VP of Marketing,178,3,180289.66,0,57.7,Market Competitiveness,MonthlyHours,Tenure
EMP0272,14,Marketing,Growth Hacker,187,11,69166.39,0,35.4,Role Overload,MonthlyHours,LastPromotion
EMP0273,88,Engineering,Senior Engineer,148,23,92326.7,0,39.2,MonthlyHours,Market Competitiveness,Tenure
EMP0274,105,HR,HR Manager,158,16,96977.96,0,40.2,Tenure,MonthlyHours,LastPromotion
EMP0275,162,Marketing,Marketing Manager,189,37,115622.6,1,64.9,Tenure,LastPromotion,Role Overload
EMP0276,34,Operations,Operations Specialist,175,11,52217.35,0,43.2,Market Competitiveness,MonthlyHours,Salary
EMP0277,15,Operations,Operations Manager,167,4,128452.87,0,27.4,Role Overload,LastPromotion,Tenure
EMP0278,40,Marketing,VP of Marketing,169,10,145675.14,1,21.8,Role Overload,MonthlyHours,Tenure
EMP0279,1,Operations,Operations Specialist,209,0,65374.32,0,51.8,Role Overload,Market Competitiveness,MonthlyHours
EMP0280,19,Marketing,Marketing Manager,148,7,97089.38,0,39.7,MonthlyHours,Tenure,LastPromotion
EMP0281,33,Operations,Operations Manager,203,3,134300.92,0,76.2,Role Overload,LastPromotion,Market Competitiveness
EMP0282,27,Marketing,Growth Hacker,187,5,72144.12,0,38.1,LastPromotion,Market Competitiveness,Tenure
EMP0283,2,Marketing,Marketing Specialist,153,1,59614.67,0,65.7,MonthlyHours,Salary,Role Overload
EMP0284,33,Engineering,Staff Engineer,192,26,97459.74,0,66.6,Tenure,MonthlyHours,Role Overload
EMP0285,26,Sales,Sales Representative,161,11,76932.94,0,29.2,LastPromotion,MonthlyHours,Role Overload
EMP0286,39,Sales,Sales Manager,160,0,112811.35,0,42.8,Market Competitiveness,Tenure,MonthlyHours
EMP0287,19,Marketing,Marketing Manager,171,15,109277.1,0,29.1,Market Competitiveness,MonthlyHours,Salary
EMP0288,1,Operations,Director of Operations,172,0,186665.05,0,40.9,Role Overload,LastPromotion,Salary
EMP0289,203,Marketing,Marketing Manager,143,25,130353.6,0,36.8,Tenure,MonthlyHours,Market Competitiveness
EMP0290,55,Engineering,Engineering Manager,158,25,95566.88,0,25.0,Tenure,Market Competitiveness,Salary
EMP0291,1,Marketing,VP of Marketing,152,0,208038.52,0,47.2,Role Overload,Market Competitiveness,Tenure
EMP0292,4,Sales,Account Executive,154,1,68235.41,1,38.5,MonthlyHours,Salary,LastPromotion
EMP0293,27,Finance,Accountant,184,14,59542.02,0,71.1,Market Competitiveness,Salary,MonthlyHours
EMP0294,4,HR,VP of HR,189,0,179199.5,0,41.2,MonthlyHours,Market Competitiveness,Tenure
EMP0295,60,HR,Recruiter,176,3,59100.4,0,55.0,Tenure,MonthlyHours,Salary
EMP0296,3,Engineering,Senior Engineer,161,2,81644.53,0,50.8,Market Competitiveness,Role Overload,MonthlyHours
EMP0297,8,Finance,Finance Manager,186,6,114974.36,0,41.2,Role Overload,Tenure,Market Competitiveness
EMP0298,36,Marketing,Marketing Specialist,164,25,63484.06,0,59.2,Tenure,MonthlyHours,Salary
EMP0299,37,Sales,Sales Manager,158,31,103778.95,0,42.5,MonthlyHours,Market Competitiveness,Role Overload
EMP0300,168,Sales,Sales Manager,162,48,97682.36,0,62.3,Tenure,Market Competitiveness,Salary
EMP0301,20,HR,Recruiter,145,2,55003.07,0,38.0,Tenure,Salary,MonthlyHours
EMP0302,41,Marketing,Marketing Manager,168,8,110737.84,0,38.7,Tenure,Market Competitiveness,LastPromotion
EMP0303,12,Engineering,Staff Engineer,172,11,103737.75,0,24.5,MonthlyHours,LastPromotion,Role Overload
EMP0304,1,Marketing,VP of Marketing,171,0,209540.1,0,32.4,Role Overload,Tenure,MonthlyHours
EMP0305,86,Sales,Account Executive,173,25,67933.91,0,36.5,Tenure,Role Overload,Market Competitiveness
EMP0306,68,HR,HR Generalist,171,16,58465.69,0,55.1,Tenure,Salary,MonthlyHours
EMP0307,71,Finance,Accountant,163,24,77731.9,0,51.9,Tenure,Role Overload,Market Competitiveness
EMP0308,21,Marketing,VP of Marketing,188,3,145439.75,0,48.0,Market Competitiveness,MonthlyHours,LastPromotion
EMP0309,36,Sales,VP of Sales,142,10,197617.71,0,44.7,Salary,MonthlyHours,Role Overload
EMP0310,8,Marketing,Growth Hacker,188,7,65632.57,0,60.3,Role Overload,Tenure,Market Competitiveness
EMP0311,53,Sales,VP of Sales,159,38,168344.63,1,42.0,Tenure,MonthlyHours,Salary
EMP0312,51,Operations,Operations Manager,169,6,102557.26,0,45.1,Tenure,MonthlyHours,LastPromotion
EMP0313,29,Engineering,Senior Engineer,157,2,83412.0,0,43.8,Role Overload,Market Competitiveness,LastPromotion
EMP0314,38,Sales,VP of Sales,177,21,164643.33,0,50.0,Market Competitiveness,LastPromotion,Role Overload
EMP0315,3,Finance,VP of Finance,185,1,163596.34,0,56.9,MonthlyHours,Salary,Role Overload
EMP0316,7,HR,HR Manager,205,4,108663.15,1,72.8,Role Overload,LastPromotion,Market Competitiveness
EMP0317,46,Operations,Director of Operations,165,29,208838.46,0,37.1,Salary,MonthlyHours,LastPromotion
EMP0318,19,HR,Recruiter,173,10,72334.07,0,17.4,Role Overload,Market Competitiveness,MonthlyHours
EMP0319,4,Finance,Accountant,171,1,54177.22,0,49.5,Role Overload,Salary,MonthlyHours
EMP0320,17,Sales,Sales Representative,151,13,71645.45,0,40.3,MonthlyHours,Salary,Tenure
EMP0321,48,Engineering,Senior Engineer,176,31,94136.18,0,38.2,Market Competitiveness,Role Overload,Salary
EMP0322,16,Engineering,Staff Engineer,194,9,111100.38,0,57.7,Salary,Tenure,LastPromotion
EMP0323,25,Marketing,Marketing Manager,150,7,106494.23,1,51.4,Salary,Role Overload,Tenure
EMP0324,74,Sales,Sales Manager,174,23,109247.2,1,56.2,Tenure,MonthlyHours,Market Competitiveness
EMP0325,49,Marketing,Growth Hacker,185,47,52988.97,1,53.3,MonthlyHours,Salary,Role Overload
EMP0326,61,Sales,Account Executive,179,46,77450.17,0,64.2,Role Overload,Tenure,Market Competitiveness
EMP0327,60,Engineering,Software Engineer,185,21,54275.78,0,61.2,Role Overload,Salary,Tenure
EMP0328,18,Operations,Operations Specialist,165,0,72186.77,0,36.8,Role Overload,Tenure,Market Competitiveness
EMP0329,59,Sales,Account Executive,196,10,75478.56,1,76.5,Tenure,LastPromotion,Market Competitiveness
EMP0330,4,HR,HR Manager,160,0,132960.97,0,28.2,LastPromotion,MonthlyHours,Market Competitiveness
EMP0331,15,HR,VP of HR,183,6,140436.56,0,47.8,LastPromotion,MonthlyHours,Tenure
EMP0332,38,Sales,Sales Representative,183,34,71003.01,0,48.6,LastPromotion,Tenure,Market Competitiveness
EMP0333,146,HR,VP of HR,199,51,177877.32,0,60.3,Tenure,Market Competitiveness,MonthlyHours
EMP0334,54,Sales,Sales Representative,160,18,65815.85,0,7.2,Tenure,LastPromotion,Role Overload
EMP0335,35,Engineering,Staff Engineer,177,0,132382.36,0,29.6,MonthlyHours,Market Competitiveness,Tenure
EMP0336,9,Marketing,Growth Hacker,146,7,58277.09,0,33.7,Tenure,Salary,MonthlyHours
EMP0337,20,Operations,Director of Operations,170,13,167313.12,0,41.5,Market Competitiveness,MonthlyHours,Salary
EMP0338,142,Engineering,Software Engineer,139,48,67079.1,0,52.5,Tenure,LastPromotion,Salary
EMP0339,41,Sales,Account Executive,192,11,74580.38,0,50.6,MonthlyHours,LastPromotion,Salary
EMP0340,36,Sales,VP of Sales,166,33,207264.92,0,38.1,MonthlyHours,Tenure,LastPromotion
EMP0341,33,Sales,VP of Sales,181,10,163952.93,1,14.8,LastPromotion,Role Overload,Salary
EMP0342,117,Finance,Finance Manager,172,15,131865.46,0,43.3,Role Overload,MonthlyHours,Tenure
EMP0343,115,Sales,Account Executive,172,43,64825.15,0,62.8,Tenure,Salary,LastPromotion
EMP0344,41,HR,Recruiter,170,27,65396.63,0,40.1,LastPromotion,MonthlyHours,Market Competitiveness
EMP0345,66,HR,HR Generalist,165,7,52360.94,0,63.4,LastPromotion,Salary,Tenure
EMP0346,20,Finance,Finance Manager,198,15,109189.4,0,80.3,Tenure,LastPromotion,Role Overload
EMP0347,53,Sales,Account Executive,175,30,56881.75,0,42.6,Tenure,Salary,Role Overload
EMP0348,9,HR,VP of HR,160,0,197847.68,0,53.9,Salary,Tenure,Role Overload
EMP0349,42,Marketing,Marketing Specialist,167,9,60544.9,0,62.3,Role Overload,Salary,Tenure
EMP0350,169,Sales,Sales Representative,203,47,72071.99,1,90.8,Salary,Tenure,Role Overload
EMP0351,5,Marketing,Marketing Specialist,188,0,67694.69,0,38.8,LastPromotion,Tenure,Role Overload
EMP0352,6,Sales,Account Executive,170,0,65859.61,0,45.3,LastPromotion,Role Overload,Market Competitiveness
EMP0353,13,Finance,Accountant,159,12,70814.31,0,40.9,LastPromotion,Market Competitiveness,Tenure
EMP0354,30,Engineering,Software Engineer,163,24,76541.48,0,41.2,Tenure,LastPromotion,Market Competitiveness
EMP0355,115,Operations,Director of Operations,186,40,193587.73,0,68.9,Market Competitiveness,LastPromotion,Tenure
EMP0356,104,HR,Recruiter,182,57,67322.29,0,51.6,Tenure,MonthlyHours,LastPromotion
EMP0357,128,Sales,VP of Sales,163,5,153345.27,0,42.7,Tenure,LastPromotion,Role Overload
EMP0358,25,Finance,VP of Finance,172,10,172973.14,0,49.4,Role Overload,Market Competitiveness,Tenure
EMP0359,10,Sales,Sales Manager,162,8,125140.1,0,38.4,Salary,Role Overload,MonthlyHours
EMP0360,130,Operations,Operations Manager,178,17,122104.38,0,48.8,Market Competitiveness,Tenure,LastPromotion
EMP0361,92,Engineering,Software Engineer,179,15,66379.54,0,52.3,Tenure,MonthlyHours,Salary
EMP0362,40,Operations,Operations Manager,151,0,122513.21,1,36.8,MonthlyHours,LastPromotion,Tenure
EMP0363,32,HR,Recruiter,184,24,62065.88,0,52.7,Salary,Market Competitiveness,MonthlyHours
EMP0364,41,Marketing,Marketing Specialist,186,19,63846.59,0,42.0,Market Competitiveness,Tenure,Salary
EMP0365,17,Sales,Sales Representative,172,15,61353.19,0,39.1,LastPromotion,Salary,Role Overload
EMP0366,41,HR,HR Generalist,210,5,52545.11,0,71.7,Market Competitiveness,Salary,MonthlyHours
EMP0367,9,HR,VP of HR,187,4,190571.56,0,37.8,MonthlyHours,Market Competitiveness,LastPromotion
EMP0368,77,Engineering,Engineering Manager,202,58,112047.15,0,77.5,Tenure,MonthlyHours,Role Overload
EMP0369,6,Finance,VP of Finance,164,2,181566.3,1,44.2,Market Competitiveness,Role Overload,Salary
EMP0370,6,HR,HR Manager,166,0,116393.53,0,50.7,Salary,Role Overload,MonthlyHours
EMP0371,83,Operations,Operations Specialist,179,29,63723.98,0,55.1,Tenure,Salary,Role Overload
EMP0372,23,Marketing,Marketing Manager,148,21,97586.3,0,44.2,Role Overload,LastPromotion,Salary
EMP0373,101,Engineering,Software Engineer,189,28,70304.89,1,54.7,Tenure,LastPromotion,MonthlyHours
EMP0374,38,Operations,Operations Manager,188,32,116271.95,0,42.2,Market Competitiveness,LastPromotion,Salary
EMP0375,5,Engineering,Engineering Manager,162,4,96030.35,0,30.9,Market Competitiveness,Salary,Tenure
EMP0376,73,Operations,Operations Manager,185,12,118454.29,0,32.8,LastPromotion,Tenure,Salary
EMP0377,74,Sales,Sales Representative,165,6,63468.6,1,57.7,Tenure,Salary,LastPromotion
EMP0378,27,Engineering,Software Engineer,179,16,76583.46,1,32.5,MonthlyHours,Role Overload,LastPromotion
EMP0379,17,Operations,Operations Manager,178,1,125281.45,0,32.0,Salary,Market Competitiveness,LastPromotion
EMP0380,87,Marketing,Growth Hacker,161,56,67778.38,0,66.4,Tenure,LastPromotion,Market Competitiveness
EMP0381,49,Sales,Account Executive,189,27,61706.53,0,54.4,Tenure,Salary,Market Competitiveness
EMP0382,4,Engineering,Staff Engineer,213,1,109429.54,0,47.3,Market Competitiveness,LastPromotion,MonthlyHours
EMP0383,32,Marketing,Marketing Manager,182,22,120366.22,0,38.8,MonthlyHours,Market Competitiveness,Tenure
EMP0384,17,HR,Recruiter,184,0,77681.61,0,40.4,Tenure,Role Overload,Salary
EMP0385,26,Engineering,Staff Engineer,177,20,126487.28,0,48.2,Role Overload,MonthlyHours,Market Competitiveness
EMP0386,2,Finance,Finance Manager,193,1,100754.41,0,53.9,Market Competitiveness,Tenure,LastPromotion
EMP0387,13,Finance,VP of Finance,178,2,163378.19,0,41.4,LastPromotion,Salary,Role Overload
EMP0388,17,Engineering,Senior Engineer,190,11,91392.6,0,30.2,MonthlyHours,Role Overload,Tenure
EMP0389,18,Finance,Finance Manager,203,11,119070.65,0,54.0,Tenure,Salary,Role Overload
EMP0390,20,Marketing,Marketing Specialist,176,14,68765.81,0,34.1,Role Overload,Salary,Market Competitiveness
EMP0391,74,Operations,Director of Operations,147,50,201569.34,0,41.9,Tenure,Market Competitiveness,LastPromotion
EMP0392,90,Engineering,Engineering Manager,172,7,98133.47,0,50.0,Tenure,Salary,LastPromotion
EMP0393,22,Operations,Operations Specialist,149,13,57009.08,0,60.5,LastPromotion,Salary,Market Competitiveness
EMP0394,25,Engineering,Senior Engineer,177,7,108921.97,1,49.9,LastPromotion,Role Overload,MonthlyHours
EMP0395,14,Finance,Finance Manager,179,5,107649.91,0,48.8,MonthlyHours,Role Overload,Salary
EMP0396,29,Finance,Accountant,179,7,57080.33,0,72.6,Salary,LastPromotion,MonthlyHours
EMP0397,80,Operations,Operations Specialist,168,34,51696.37,0,49.2,LastPromotion,Salary,Market Competitiveness
EMP0398,56,Sales,Sales Manager,179,11,106426.14,0,54.5,Tenure,Market Competitiveness,Role Overload
EMP0399,64,Marketing,VP of Marketing,147,23,197650.29,0,61.5,MonthlyHours,Tenure,LastPromotion
EMP0400,16,Sales,VP of Sales,161,9,171680.92,0,44.5,Salary,Tenure,LastPromotion
EMP0401,42,Engineering,Senior Engineer,180,24,95665.96,0,39.4,Tenure,LastPromotion,MonthlyHours
EMP0402,11,HR,Recruiter,166,3,55940.47,0,85.8,MonthlyHours,Salary,Tenure
EMP0403,7,Sales,Account Executive,174,3,69577.67,1,26.7,Market Competitiveness,Role Overload,Salary
EMP0404,94,Finance,VP of Finance,188,56,153633.8,0,60.5,Tenure,MonthlyHours,Role Overload
EMP0405,56,Sales,Sales Representative,189,32,73607.83,0,45.7,Tenure,LastPromotion,Role Overload
EMP0406,22,HR,VP of HR,164,14,161700.18,1,40.2,MonthlyHours,Role Overload,Tenure
EMP0407,7,Marketing,Growth Hacker,189,4,71371.01,0,36.2,Salary,LastPromotion,Market Competitiveness
EMP0408,24,Marketing,VP of Marketing,170,2,191808.67,0,47.8,Salary,Role Overload,Market Competitiveness
EMP0409,27,Finance,VP of Finance,176,6,141811.92,0,31.3,MonthlyHours,Role Overload,LastPromotion
EMP0410,80,Engineering,Software Engineer,170,35,62131.39,0,69.7,Tenure,Salary,MonthlyHours
EMP0411,49,HR,VP of HR,175,16,177273.83,0,43.6,Market Competitiveness,Tenure,Role Overload
EMP0412,23,Finance,Financial Analyst,174,0,55793.27,0,56.3,Market Competitiveness,Salary,LastPromotion
EMP0413,69,Marketing,Marketing Specialist,142,42,75232.07,0,75.8,Tenure,Salary,Market Competitiveness
EMP0414,41,Operations,Director of Operations,169,28,195598.8,0,58.9,LastPromotion,Market Competitiveness,Tenure
EMP0415,34,Engineering,Software Engineer,146,17,56905.85,0,61.5,Tenure,LastPromotion,Salary
EMP0416,2,Marketing,Marketing Specialist,144,1,70248.95,0,29.7,Market Competitiveness,Role Overload,LastPromotion
EMP0417,45,Sales,VP of Sales,177,36,149303.49,0,33.6,Market Competitiveness,MonthlyHours,Role Overload
EMP0418,27,Engineering,Engineering Manager,175,3,108213.81,0,33.0,LastPromotion,Market Competitiveness,MonthlyHours
EMP0419,6,Sales,Sales Representative,182,3,60434.39,0,58.4,Role Overload,Tenure,Salary
EMP0420,49,Marketing,Growth Hacker,165,47,59767.18,0,65.4,Salary,Tenure,MonthlyHours
EMP0421,23,Marketing,VP of Marketing,183,5,158205.94,0,24.1,Tenure,LastPromotion,Market Competitiveness
EMP0422,14,Marketing,Marketing Manager,161,9,130882.77,0,47.5,Tenure,Salary,Market Competitiveness
EMP0423,52,Sales,VP of Sales,187,20,184845.91,0,50.1,Tenure,Role Overload,Salary
EMP0424,24,Sales,Sales Representative,192,22,63104.26,0,71.5,MonthlyHours,Salary,LastPromotion
EMP0425,109,Finance,VP of Finance,177,47,155981.82,0,62.7,LastPromotion,MonthlyHours,Tenure
EMP0426,42,HR,VP of HR,194,23,169118.27,0,40.2,LastPromotion,Tenure,MonthlyHours
EMP0427,74,Operations,Director of Operations,171,56,153541.57,0,61.5,Salary,Role Overload,Tenure
EMP0428,46,HR,HR Generalist,177,32,57819.96,0,49.8,LastPromotion,Salary,Tenure
EMP0429,72,Sales,Account Executive,162,4,50922.26,0,41.5,Tenure,LastPromotion,Salary
EMP0430,3,Operations,Operations Specialist,159,0,76564.56,0,30.2,Role Overload,Tenure,MonthlyHours
EMP0431,18,Finance,Accountant,171,1,75565.16,0,47.2,MonthlyHours,Salary,LastPromotion
EMP0432,62,Engineering,Senior Engineer,171,36,89179.65,0,29.0,Tenure,Salary,MonthlyHours
EMP0433,16,Operations,Operations Manager,147,13,123111.7,0,18.7,Tenure,Salary,Market Competitiveness
EMP0434,15,Finance,VP of Finance,163,14,208048.0,0,40.9,LastPromotion,MonthlyHours,Tenure
EMP0435,61,Sales,Sales Manager,183,10,109829.23,0,33.8,Market Competitiveness,LastPromotion,Tenure
EMP0436,23,HR,VP of HR,185,8,167863.73,0,54.5,Role Overload,Tenure,Salary
EMP0437,8,Sales,Sales Manager,168,6,130966.61,1,49.3,Role Overload,MonthlyHours,Market Competitiveness
EMP0438,51,HR,VP of HR,160,36,209877.06,0,36.8,Market Competitiveness,MonthlyHours,Tenure
EMP0439,88,HR,VP of HR,153,45,142074.45,1,51.7,Tenure,LastPromotion,Role Overload
EMP0440,22,Operations,Operations Specialist,186,21,58886.23,0,51.2,LastPromotion,Salary,Tenure
EMP0441,18,Sales,Account Executive,170,6,68258.07,0,59.5,Salary,MonthlyHours,Role Overload
EMP0442,23,Finance,Financial Analyst,162,14,61842.97,0,64.1,Salary,LastPromotion,MonthlyHours
EMP0443,66,Finance,Accountant,182,10,76784.55,0,17.6,Tenure,Market Competitiveness,Salary
EMP0444,17,Operations,Operations Specialist,167,13,68750.59,0,34.3,MonthlyHours,Salary,Tenure
EMP0445,47,Finance,Financial Analyst,150,13,65029.35,0,33.4,Salary,MonthlyHours,LastPromotion
EMP0446,116,Operations,Operations Manager,171,34,117388.47,0,44.3,LastPromotion,Tenure,Salary
EMP0447,19,HR,VP of HR,168,7,200221.53,1,36.6,Market Competitiveness,Role Overload,LastPromotion
EMP0448,60,Finance,Finance Manager,162,13,125134.49,0,30.4,Tenure,Salary,MonthlyHours
EMP0449,2,HR,HR Manager,138,1,129577.93,1,27.6,LastPromotion,Market Competitiveness,Salary
EMP0450,3,Finance,VP of Finance,177,2,202101.64,0,44.1,Salary,MonthlyHours,Role Overload
EMP0451,25,Operations,Director of Operations,153,3,188395.88,0,41.2,Market Competitiveness,LastPromotion,Tenure
EMP0452,57,Sales,Sales Representative,178,28,56983.24,0,55.5,LastPromotion,Salary,Role Overload
EMP0453,6,Operations,Operations Specialist,189,2,60486.33,0,60.5,MonthlyHours,Tenure,Salary
EMP0454,4,HR,Recruiter,188,0,77370.04,0,34.2,Role Overload,MonthlyHours,Salary
EMP0455,138,Marketing,VP of Marketing,144,26,148725.41,0,35.6,Market Competitiveness,Tenure,Salary
EMP0456,56,Engineering,Engineering Manager,187,13,99302.44,0,45.4,LastPromotion,Tenure,Salary
EMP0457,53,Finance,Accountant,199,52,72590.85,0,63.9,Tenure,MonthlyHours,Role Overload
EMP0458,15,Sales,Account Executive,185,6,67787.12,0,43.5,Role Overload,Tenure,Market Competitiveness
EMP0459,20,Sales,Sales Manager,171,10,95204.34,0,48.4,Role Overload,Market Competitiveness,Salary
EMP0460,12,Engineering,Senior Engineer,209,1,92869.53,0,74.5,Salary,LastPromotion,Market Competitiveness
EMP0461,137,Finance,Finance Manager,169,22,102408.74,0,34.5,Tenure,Market Competitiveness,Salary
EMP0462,174,Operations,Operations Specialist,171,35,71919.39,1,34.1,MonthlyHours,Role Overload,Tenure
EMP0463,3,Marketing,Growth Hacker,176,2,64975.22,0,49.2,Tenure,Salary,Market Competitiveness
EMP0464,47,Sales,Sales Representative,150,15,62180.05,0,55.7,Market Competitiveness,Salary,LastPromotion
EMP0465,41,Finance,Accountant,175,7,50181.97,0,64.8,Role Overload,Salary,MonthlyHours
EMP0466,99,Marketing,Growth Hacker,190,27,50293.97,0,49.5,Tenure,Salary,LastPromotion
EMP0467,8,Sales,Account Executive,159,6,57151.04,0,51.2,Role Overload,Market Competitiveness,Salary
EMP0468,9,Operations,Operations Manager,157,1,120807.37,0,30.5,LastPromotion,Salary,Tenure
EMP0469,24,Operations,Operations Specialist,156,0,64394.51,0,57.7,Market Competitiveness,Salary,MonthlyHours
EMP0470,36,Marketing,Marketing Specialist,180,0,74906.87,0,66.9,Role Overload,LastPromotion,Tenure
EMP0471,29,Operations,Director of Operations,148,0,207703.78,0,44.8,Market Competitiveness,LastPromotion,MonthlyHours
EMP0472,34,HR,VP of HR,173,18,205424.0,0,34.8,Market Competitiveness,Role Overload,Salary
EMP0473,96,HR,Recruiter,153,20,65961.03,1,44.1,Tenure,Role Overload,Market Competitiveness
EMP0474,8,Engineering,Engineering Manager,194,4,97076.06,0,55.8,LastPromotion,Market Competitiveness,Salary
EMP0475,23,Sales,Account Executive,164,9,72942.68,0,46.2,MonthlyHours,Market Competitiveness,LastPromotion
EMP0476,42,Marketing,Marketing Specialist,176,5,54763.67,0,45.3,MonthlyHours,Salary,Market Competitiveness
EMP0477,50,Operations,Director of Operations,205,12,194688.91,0,66.5,Tenure,Salary,Market Competitiveness
EMP0478,35,Operations,Operations Manager,173,9,107402.63,0,32.6,Tenure,Role Overload,Salary
EMP0479,5,Sales,VP of Sales,182,0,143232.06,0,49.2,Tenure,Salary,Role Overload
EMP0480,3,Finance,Accountant,173,1,69021.34,0,34.1,Market Competitiveness,MonthlyHours,Role Overload
EMP0481,25,Marketing,VP of Marketing,176,2,163190.98,0,61.9,Role Overload,Salary,Market Competitiveness
EMP0482,4,Engineering,Senior Engineer,200,1,89477.79,0,49.7,Salary,Market Competitiveness,Tenure
EMP0483,38,Operations,Operations Specialist,170,27,75845.86,0,23.4,LastPromotion,MonthlyHours,Salary
EMP0484,4,Engineering,Software Engineer,183,0,59201.57,1,55.2,LastPromotion,Salary,Market Competitiveness
EMP0485,10,Finance,Accountant,165,4,53513.26,0,43.3,MonthlyHours,Salary,Tenure
EMP0486,29,HR,Recruiter,179,17,50227.44,0,50.5,Tenure,Salary,LastPromotion
EMP0487,31,Marketing,VP of Marketing,164,21,200160.93,0,43.9,MonthlyHours,LastPromotion,Role Overload
EMP0488,10,Finance,Accountant,179,5,54965.25,0,34.7,Role Overload,Salary,Market Competitiveness
EMP0489,9,HR,HR Manager,187,3,98260.93,0,31.6,Salary,Tenure,Role Overload
EMP0490,44,HR,Recruiter,207,21,56060.56,0,60.5,Tenure,Salary,LastPromotion
EMP0491,1,Operations,Director of Operations,173,0,154390.72,0,25.9,Tenure,LastPromotion,Role Overload
EMP0492,2,Finance,Finance Manager,177,0,133275.44,0,57.9,Tenure,Role Overload,Salary
EMP0493,17,Sales,Sales Manager,157,16,113422.08,0,33.0,Market Competitiveness,Salary,LastPromotion
EMP0494,31,Marketing,Growth Hacker,172,13,71993.4,0,10.7,Salary,Role Overload,Market Competitiveness
EMP0495,8,HR,HR Manager,162,1,118211.35,1,46.4,LastPromotion,MonthlyHours,Salary
EMP0496,3,HR,HR Manager,163,1,126766.1,0,39.1,Role Overload,Salary,Market Competitiveness
EMP0497,85,Finance,VP of Finance,155,18,168570.77,1,47.0,Role Overload,Market Competitiveness,Tenure
EMP0498,8,Marketing,VP of Marketing,162,4,171427.24,0,50.5,Tenure,Role Overload,Salary
EMP0499,4,Sales,VP of Sales,159,2,174751.78,0,27.9,Role Overload,Market Competitiveness,Salary
EMP0500,7,Marketing,Marketing Specialist,197,5,58840.71,0,70.3,Tenure,Salary,MonthlyHours
EMP0501,36,HR,VP of HR,186,23,159744.12,0,38.0,Market Competitiveness,Role Overload,Salary
EMP0502,29,Engineering,Senior Engineer,161,1,85718.53,1,44.2,Market Competitiveness,MonthlyHours,Salary
EMP0503,31,Marketing,Marketing Specialist,199,9,54836.4,1,70.5,Role Overload,Salary,Market Competitiveness
EMP0504,20,Marketing,Growth Hacker,186,3,52125.79,0,59.4,Market Competitiveness,MonthlyHours,Salary
EMP0505,23,Sales,VP of Sales,147,7,197774.68,0,31.0,LastPromotion,MonthlyHours,Role Overload
EMP0506,18,Finance,Financial Analyst,144,3,58443.77,0,69.0,MonthlyHours,Salary,Market Competitiveness
EMP0507,72,HR,HR Manager,183,10,132073.19,0,37.5,MonthlyHours,Role Overload,Tenure
EMP0508,29,Operations,Director of Operations,203,0,179645.91,0,82.7,Tenure,Role Overload,LastPromotion
EMP0509,25,Sales,Sales Manager,168,22,102816.81,0,34.5,Tenure,MonthlyHours,LastPromotion
EMP0510,179,Engineering,Staff Engineer,172,35,108482.57,0,32.8,Role Overload,Tenure,Market Competitiveness
EMP0511,32,Engineering,Engineering Manager,165,13,125362.66,0,31.5,Market Competitiveness,MonthlyHours,LastPromotion
EMP0512,54,HR,VP of HR,161,34,160302.52,0,40.5,Salary,LastPromotion,Tenure
EMP0513,119,HR,HR Manager,175,9,103682.31,0,18.9,MonthlyHours,Tenure,Market Competitiveness
EMP0514,19,Marketing,Growth Hacker,190,2,71648.46,0,18.2,MonthlyHours,Salary,Tenure
EMP0515,78,Marketing,VP of Marketing,172,9,174261.68,0,46.0,Tenure,Role Overload,Salary
EMP0516,27,Operations,Director of Operations,182,12,141921.89,0,30.1,Tenure,Salary,LastPromotion
EMP0517,43,Sales,Sales Manager,177,34,131514.3,1,45.1,Role Overload,LastPromotion,Tenure
EMP0518,30,Sales,Sales Manager,183,29,120978.12,0,32.4,Market Competitiveness,LastPromotion,MonthlyHours
EMP0519,30,Sales,VP of Sales,180,15,190309.97,0,28.2,MonthlyHours,Tenure,Role Overload
EMP0520,25,Operations,Operations Manager,175,15,112783.21,0,49.0,Role Overload,MonthlyHours,LastPromotion
EMP0521,5,Finance,Accountant,188,1,59924.17,1,49.6,Role Overload,Salary,Tenure
