EmployeeID,Tenure,Department,Role,MonthlyHours,LastPromotion,Salary,Attrition,RiskPercentage,Driver1,Driver2,Driver3
EMP0260,4,Engineering,Engineering Manager,175,0,99460.49,0,36.9,MonthlyHours,Tenure,Market Competitiveness
EMP0261,15,Sales,Account Executive,170,14,59246.8,1,28.6,Market Competitiveness,Salary,Tenure
EMP0262,41,Operations,Operations Manager,189,16,115851.84,1,32.8,LastPromotion,Tenure,Market Competitiveness
EMP0263,5,HR,Recruiter,188,1,56251.37,0,47.6,Salary,Role Overload,Market Competitiveness
EMP0264,41,Marketing,Marketing Manager,192,22,126215.04,0,61.8,Salary,Tenure,Role Overload
EMP0265,11,Engineering,Software Engineer,199,6,68805.98,0,58.9,MonthlyHours,Market Competitiveness,Salary
EMP0266,17,Marketing,Growth Hacker,164,9,75090.1,1,34.0,Salary,Tenure,LastPromotion
EMP0267,37,Sales,VP of Sales,197,0,164163.45,1,49.8,Salary,Role Overload,MonthlyHours
EMP0268,3,Engineering,Senior Engineer,161,1,92469.27,0,60.9,MonthlyHours,LastPromotion,Tenure
EMP0269,12,Sales,Account Executive,171,9,55048.62,0,68.7,Salary,Market Competitiveness,Tenure
EMP0270,6,Marketing,Marketing Specialist,174,3,68455.19,0,41.8,Tenure,Salary,Role Overload
EMP0271,9,HR,Recruiter,186,6,52046.28,0,54.2,Market Competitiveness,Salary,MonthlyHours
EMP0272,104,Finance,Accountant,174,1,77077.48,0,45.7,Role Overload,Tenure,Market Competitiveness
EMP0273,55,Finance,Finance Manager,178,36,95361.54,0,50.5,Role Overload,Tenure,Market Competitiveness
EMP0274,27,Operations,Operations Manager,164,26,96166.79,0,47.6,MonthlyHours,LastPromotion,Tenure
EMP0275,180,Finance,Financial Analyst,153,52,50913.3,0,54.0,Market Competitiveness,Salary,Tenure
EMP0276,18,Sales,VP of Sales,146,0,156827.92,0,56.1,Tenure,Salary,MonthlyHours
EMP0277,51,Finance,Finance Manager,180,40,133018.37,0,46.4,Tenure,Salary,Role Overload
EMP0278,12,Operations,Director of Operations,185,6,199209.47,0,37.1,Tenure,Role Overload,Salary
EMP0279,33,Operations,Operations Specialist,165,27,67809.19,0,29.7,Market Competitiveness,Role Overload,LastPromotion
EMP0280,2,Finance,VP of Finance,187,1,185825.55,0,47.4,LastPromotion,Salary,Role Overload
EMP0281,97,Marketing,Marketing Manager,188,40,95000.47,0,32.9,Tenure,MonthlyHours,Salary
EMP0282,14,HR,Recruiter,184,8,73755.91,0,28.5,Market Competitiveness,LastPromotion,MonthlyHours
EMP0283,17,HR,Recruiter,195,16,60659.31,0,57.8,Tenure,Salary,MonthlyHours
EMP0284,12,HR,Recruiter,169,0,66843.51,0,63.0,Role Overload,Salary,LastPromotion
EMP0285,45,Engineering,Software Engineer,155,14,70001.15,0,38.2,LastPromotion,Role Overload,Market Competitiveness
EMP0286,2,Engineering,Software Engineer,183,0,73983.04,0,28.9,Salary,Market Competitiveness,Tenure
EMP0287,7,Finance,Financial Analyst,184,1,50449.73,0,63.5,LastPromotion,Salary,Role Overload
EMP0288,10,Sales,Sales Manager,187,8,116371.62,0,45.8,LastPromotion,Salary,MonthlyHours
EMP0289,8,HR,VP of HR,177,3,155870.92,1,53.9,Market Competitiveness,Salary,Role Overload
EMP0290,26,HR,HR Manager,170,22,117869.84,0,35.3,LastPromotion,Role Overload,Tenure
EMP0291,18,Marketing,Growth Hacker,168,5,59353.4,0,42.2,LastPromotion,Salary,MonthlyHours
EMP0292,21,HR,HR Generalist,157,1,55751.24,0,67.4,MonthlyHours,Market Competitiveness,Salary
EMP0293,20,HR,HR Manager,167,17,132650.9,1,42.6,MonthlyHours,LastPromotion,Tenure
EMP0294,5,HR,HR Generalist,196,1,66301.13,0,53.9,Salary,Market Competitiveness,Role Overload
EMP0295,24,Operations,Operations Manager,160,9,122591.15,0,30.0,Tenure,LastPromotion,Salary
EMP0296,4,Finance,Accountant,199,2,65494.61,0,73.4,LastPromotion,Tenure,Role Overload
EMP0297,45,Operations,Operations Specialist,150,35,56986.68,0,64.3,Market Competitiveness,Role Overload,Salary
EMP0298,105,Operations,Operations Specialist,182,58,71624.43,0,58.4,Tenure,MonthlyHours,LastPromotion
EMP0299,100,Sales,VP of Sales,184,9,167932.47,0,40.7,Tenure,Role Overload,LastPromotion
EMP0300,4,HR,HR Generalist,178,3,74116.95,0,41.9,LastPromotion,Role Overload,Salary
EMP0301,29,Marketing,Marketing Specialist,192,12,52558.96,0,85.4,MonthlyHours,Market Competitiveness,Salary
EMP0302,88,Finance,VP of Finance,159,57,181796.7,0,36.2,MonthlyHours,Tenure,LastPromotion
EMP0303,98,Finance,VP of Finance,152,9,175952.77,0,42.1,Role Overload,Tenure,LastPromotion
EMP0304,32,Engineering,Software Engineer,148,27,75627.2,1,42.8,Role Overload,LastPromotion,Market Competitiveness
EMP0305,37,Operations,Director of Operations,173,36,194879.12,0,52.7,LastPromotion,Role Overload,Tenure
EMP0306,26,Marketing,Growth Hacker,173,3,55880.82,0,48.1,Market Competitiveness,Salary,LastPromotion
EMP0307,7,HR,Recruiter,185,4,73141.67,0,43.4,Market Competitiveness,Salary,MonthlyHours
EMP0308,11,Operations,Director of Operations,169,7,195250.5,0,41.6,MonthlyHours,Tenure,Market Competitiveness
EMP0309,102,Operations,Operations Manager,189,34,108955.6,0,18.6,LastPromotion,Market Competitiveness,Tenure
EMP0310,21,Finance,Financial Analyst,157,4,61510.62,0,58.6,Market Competitiveness,Salary,MonthlyHours
EMP0311,28,Sales,Account Executive,163,21,52339.52,0,64.6,Tenure,Salary,Role Overload
EMP0312,5,Operations,Director of Operations,175,3,161770.17,0,24.7,Tenure,LastPromotion,Role Overload
EMP0313,35,Marketing,VP of Marketing,142,32,177863.35,0,54.1,LastPromotion,MonthlyHours,Market Competitiveness
EMP0314,74,Finance,Accountant,182,12,69505.56,0,62.2,LastPromotion,Tenure,Salary
EMP0315,53,Sales,Sales Representative,190,38,61739.61,0,77.2,Tenure,Salary,Role Overload
EMP0316,79,Finance,Finance Manager,184,15,95399.15,0,30.6,Tenure,MonthlyHours,Salary
EMP0317,5,Engineering,Staff Engineer,177,4,102337.69,1,21.9,LastPromotion,Salary,Tenure
EMP0318,59,HR,Recruiter,173,31,51175.59,0,55.6,Tenure,Salary,Market Competitiveness
EMP0319,17,Sales,Account Executive,169,9,58992.54,0,68.5,Tenure,LastPromotion,Salary
EMP0320,47,Finance,VP of Finance,193,26,166545.86,0,69.7,Role Overload,Salary,MonthlyHours
EMP0321,4,Operations,Operations Specialist,175,0,66343.98,0,34.2,Market Competitiveness,MonthlyHours,Tenure
EMP0322,35,Sales,Sales Manager,163,8,108878.51,0,45.3,Market Competitiveness,Role Overload,MonthlyHours
EMP0323,39,Finance,Accountant,176,21,71231.48,0,49.4,Tenure,LastPromotion,Salary
EMP0324,10,Finance,Accountant,168,9,64197.67,0,40.9,Market Competitiveness,Salary,LastPromotion
EMP0325,22,Finance,Financial Analyst,172,5,64931.04,0,60.4,Market Competitiveness,LastPromotion,Salary
EMP0326,43,Marketing,Marketing Specialist,180,21,51767.93,0,41.3,MonthlyHours,Salary,Tenure
EMP0327,21,Marketing,Marketing Specialist,179,13,68671.73,0,24.4,Salary,Tenure,Role Overload
EMP0328,4,Sales,Account Executive,185,0,51883.17,0,60.9,Salary,Role Overload,Tenure
EMP0329,41,Finance,VP of Finance,173,30,142824.56,0,38.1,Salary,Market Competitiveness,Role Overload
EMP0330,19,Sales,Sales Manager,158,14,115465.43,0,51.1,Market Competitiveness,Salary,LastPromotion
EMP0331,3,Finance,Accountant,194,1,69807.12,0,68.0,Tenure,Salary,Market Competitiveness
EMP0332,35,Operations,Director of Operations,166,20,208678.25,0,62.2,MonthlyHours,Market Competitiveness,Role Overload
EMP0333,108,HR,HR Manager,167,53,109924.9,1,65.6,Tenure,Market Competitiveness,MonthlyHours
EMP0334,132,Finance,Finance Manager,175,0,120437.61,0,32.5,Role Overload,Market Competitiveness,Tenure
EMP0335,3,HR,HR Generalist,171,1,69199.62,1,27.3,Market Competitiveness,MonthlyHours,Tenure
EMP0336,65,Operations,Operations Specialist,164,10,66599.53,0,42.2,MonthlyHours,Salary,Tenure
EMP0337,90,Operations,Operations Manager,153,45,121361.82,0,61.4,Salary,Tenure,LastPromotion
EMP0338,9,Engineering,Staff Engineer,184,6,119759.66,1,29.8,Salary,Tenure,MonthlyHours
EMP0339,40,Marketing,Marketing Specialist,169,10,72103.46,0,46.6,Tenure,LastPromotion,Role Overload
EMP0340,6,Operations,Director of Operations,173,2,162837.77,0,44.8,Tenure,Role Overload,MonthlyHours
EMP0341,41,Engineering,Engineering Manager,168,37,129586.36,0,43.3,Role Overload,Tenure,LastPromotion
EMP0342,59,Marketing,Growth Hacker,177,39,58501.47,0,59.4,Role Overload,Salary,MonthlyHours
EMP0343,150,Engineering,Staff Engineer,197,52,111744.29,0,67.5,Tenure,Market Competitiveness,Salary
EMP0344,40,Marketing,VP of Marketing,176,31,202266.35,0,29.6,Market Competitiveness,LastPromotion,Tenure
EMP0345,30,Engineering,Staff Engineer,190,24,129391.79,0,52.9,Market Competitiveness,Role Overload,Salary
EMP0346,109,Sales,Sales Representative,177,56,64361.12,1,57.4,Tenure,Salary,MonthlyHours
EMP0347,40,Engineering,Software Engineer,177,27,54628.46,1,44.0,Tenure,Salary,LastPromotion
EMP0348,95,HR,VP of HR,175,56,194995.02,0,59.5,Tenure,Market Competitiveness,Role Overload
EMP0349,68,Engineering,Staff Engineer,166,24,96009.49,0,44.8,Market Competitiveness,Tenure,MonthlyHours
EMP0350,1,HR,VP of HR,178,0,183913.03,0,43.8,Salary,MonthlyHours,Role Overload
EMP0351,13,Sales,Sales Representative,176,10,56668.11,1,60.7,Salary,MonthlyHours,Market Competitiveness
EMP0352,21,Operations,Operations Manager,166,17,101828.33,0,53.9,Market Competitiveness,Salary,MonthlyHours
EMP0353,26,Engineering,Engineering Manager,164,19,106138.83,1,40.0,Salary,Role Overload,MonthlyHours
EMP0354,15,Operations,Operations Specialist,196,8,67032.95,0,58.1,Role Overload,Salary,MonthlyHours
EMP0355,3,Operations,Operations Manager,202,0,104477.33,0,68.6,LastPromotion,MonthlyHours,Tenure
EMP0356,4,Finance,Financial Analyst,164,3,50842.91,1,38.6,Role Overload,Salary,Tenure
EMP0357,14,Finance,VP of Finance,178,9,203905.17,0,45.3,Market Competitiveness,MonthlyHours,Tenure
EMP0358,21,Marketing,Marketing Manager,164,13,98157.58,0,48.8,LastPromotion,MonthlyHours,Market Competitiveness
EMP0359,101,Marketing,VP of Marketing,153,26,146465.24,0,37.8,Tenure,Salary,MonthlyHours
EMP0360,1,Finance,Financial Analyst,154,0,54961.39,0,63.5,Role Overload,Salary,Tenure
EMP0361,73,Finance,VP of Finance,186,22,201921.08,1,30.3,Tenure,Market Competitiveness,Role Overload
EMP0362,16,HR,HR Manager,192,5,101933.72,0,57.4,Tenure,Market Competitiveness,Salary
EMP0363,48,HR,VP of HR,191,4,164859.22,0,78.2,Role Overload,Tenure,Salary
EMP0364,31,Marketing,Marketing Manager,184,17,117423.19,1,42.9,Market Competitiveness,Salary,Tenure
EMP0365,23,Sales,Sales Representative,196,18,68444.09,0,66.0,Market Competitiveness,Role Overload,MonthlyHours
EMP0366,62,Sales,Sales Representative,173,46,54040.66,0,74.5,Tenure,Salary,MonthlyHours
EMP0367,31,Sales,Sales Manager,180,9,127942.09,0,32.0,Role Overload,LastPromotion,Salary
EMP0368,30,Engineering,Software Engineer,178,15,63499.7,1,52.1,LastPromotion,Tenure,Salary
EMP0369,23,Finance,Accountant,180,5,69017.58,0,38.1,LastPromotion,Market Competitiveness,MonthlyHours
EMP0370,7,Operations,Operations Manager,176,0,132124.07,1,40.5,Salary,Tenure,Market Competitiveness
EMP0371,3,Marketing,Marketing Manager,184,1,128345.76,0,19.5,Salary,LastPromotion,MonthlyHours
EMP0372,22,Operations,Operations Specialist,177,13,57786.79,0,71.4,Tenure,Salary,MonthlyHours
EMP0373,2,Marketing,VP of Marketing,156,0,189708.03,0,37.1,LastPromotion,Salary,Role Overload
EMP0374,18,Marketing,Marketing Manager,156,9,107593.03,0,30.2,LastPromotion,Tenure,Salary
EMP0375,39,HR,Recruiter,168,28,75621.7,0,37.3,Role Overload,MonthlyHours,Tenure
EMP0376,15,Operations,Operations Manager,172,8,103435.45,1,44.2,Role Overload,LastPromotion,Tenure
EMP0377,35,HR,VP of HR,196,8,182247.02,0,57.6,Role Overload,LastPromotion,MonthlyHours
EMP0378,3,Engineering,Staff Engineer,171,2,111687.74,0,49.5,Market Competitiveness,MonthlyHours,LastPromotion
EMP0379,18,Engineering,Senior Engineer,189,1,82304.22,0,56.6,LastPromotion,MonthlyHours,Tenure
EMP0380,12,Engineering,Engineering Manager,171,2,96146.1,0,39.7,Salary,Role Overload,MonthlyHours
EMP0381,31,Operations,Operations Specialist,210,7,75318.81,0,73.0,MonthlyHours,Salary,Tenure
EMP0382,10,Finance,Accountant,157,7,76051.16,0,31.4,Market Competitiveness,Salary,Tenure
EMP0383,40,HR,HR Generalist,179,28,59363.23,0,60.2,Role Overload,Salary,Tenure
EMP0384,13,Sales,VP of Sales,175,8,158772.21,0,48.7,LastPromotion,MonthlyHours,Role Overload
EMP0385,15,HR,Recruiter,164,5,57275.19,1,62.4,Salary,Role Overload,MonthlyHours
EMP0386,10,Finance,Financial Analyst,188,8,65276.3,0,45.2,Market Competitiveness,Tenure,Salary
EMP0387,41,Sales,Account Executive,168,8,54373.64,1,52.9,Tenure,Salary,Market Competitiveness
EMP0388,26,Finance,Accountant,168,9,61969.62,0,70.0,Market Competitiveness,Salary,LastPromotion
EMP0389,30,Engineering,Staff Engineer,159,9,126658.54,0,33.2,Role Overload,Tenure,Salary
EMP0390,120,Operations,Director of Operations,184,32,183773.11,0,39.4,MonthlyHours,LastPromotion,Tenure
EMP0391,44,Engineering,Engineering Manager,179,11,108278.86,0,27.7,MonthlyHours,Role Overload,Market Competitiveness
EMP0392,36,Marketing,Marketing Manager,195,23,114703.96,0,37.9,LastPromotion,Role Overload,MonthlyHours
EMP0393,7,Sales,VP of Sales,173,5,146291.38,0,38.0,Tenure,MonthlyHours,Role Overload
EMP0394,69,HR,VP of HR,150,44,187574.32,1,63.7,Salary,Tenure,LastPromotion
EMP0395,37,Marketing,Marketing Specialist,170,5,69169.53,1,40.5,Tenure,LastPromotion,Salary
EMP0396,65,Marketing,Marketing Specialist,177,44,75039.42,0,61.5,Tenure,Role Overload,LastPromotion
EMP0397,30,Finance,Accountant,193,21,68655.5,1,62.3,Salary,Role Overload,Market Competitiveness
EMP0398,4,Marketing,VP of Marketing,195,1,144606.82,1,35.1,LastPromotion,Role Overload,Salary
EMP0399,25,Engineering,Software Engineer,178,15,53729.88,0,65.6,LastPromotion,Salary,Tenure
EMP0400,75,Engineering,Staff Engineer,200,44,126213.91,0,75.0,Tenure,Market Competitiveness,MonthlyHours
EMP0401,10,Sales,Account Executive,178,9,53025.25,0,40.0,Market Competitiveness,Salary,Tenure
EMP0402,5,Finance,VP of Finance,191,2,184644.19,0,82.8,Tenure,Role Overload,LastPromotion
EMP0403,33,HR,HR Generalist,159,7,66327.65,0,44.3,Market Competitiveness,Salary,Tenure
EMP0404,30,Operations,Operations Manager,184,13,124295.54,1,37.6,LastPromotion,MonthlyHours,Salary
EMP0405,41,Engineering,Engineering Manager,195,10,109800.98,0,54.2,Market Competitiveness,Tenure,MonthlyHours
EMP0406,61,Engineering,Senior Engineer,161,13,84857.69,0,39.4,Tenure,Role Overload,Salary
EMP0407,75,Marketing,Marketing Specialist,178,37,60843.68,0,69.7,Tenure,Salary,Role Overload
EMP0408,48,Engineering,Senior Engineer,169,9,94322.49,0,36.4,Tenure,LastPromotion,MonthlyHours
EMP0409,7,Engineering,Software Engineer,170,3,55847.27,0,55.8,Role Overload,Salary,LastPromotion
EMP0410,59,Sales,VP of Sales,161,26,181493.97,0,40.8,Tenure,Role Overload,MonthlyHours
EMP0411,17,Finance,Finance Manager,181,13,125205.34,0,63.6,Tenure,Role Overload,Market Competitiveness
EMP0412,12,Operations,Operations Manager,182,7,127067.37,0,31.9,MonthlyHours,LastPromotion,Tenure
EMP0413,60,Engineering,Senior Engineer,165,52,93195.67,0,63.4,MonthlyHours,Tenure,Market Competitiveness
EMP0414,18,Finance,Financial Analyst,169,10,73137.54,0,25.5,LastPromotion,MonthlyHours,Role Overload
EMP0415,36,Marketing,Marketing Manager,180,15,129651.7,0,53.5,Salary,Market Competitiveness,Tenure
EMP0416,62,Operations,Operations Specialist,181,52,64655.24,0,75.6,Market Competitiveness,Salary,LastPromotion
EMP0417,9,Finance,Financial Analyst,165,5,64327.81,0,53.6,Market Competitiveness,Salary,Role Overload
EMP0418,30,Finance,Accountant,177,8,65620.46,1,40.1,LastPromotion,MonthlyHours,Role Overload
EMP0419,22,Engineering,Software Engineer,187,7,58305.15,0,37.7,Market Competitiveness,MonthlyHours,Salary
EMP0420,7,HR,Recruiter,176,4,76571.46,0,36.3,Market Competitiveness,Tenure,LastPromotion
EMP0421,40,Marketing,Marketing Manager,157,8,111617.72,0,57.7,MonthlyHours,Role Overload,Market Competitiveness
EMP0422,33,Finance,Financial Analyst,160,29,63731.44,0,66.3,Tenure,Salary,Role Overload
EMP0423,5,Operations,Director of Operations,190,4,159642.06,0,33.3,Salary,Tenure,LastPromotion
EMP0424,118,Operations,Operations Manager,172,0,111386.91,1,57.6,Tenure,LastPromotion,Role Overload
EMP0425,32,Marketing,VP of Marketing,180,28,152685.79,1,44.8,Tenure,Role Overload,LastPromotion
EMP0426,35,HR,Recruiter,163,27,68912.77,0,41.0,Tenure,Salary,Role Overload
EMP0427,86,Sales,Account Executive,194,42,69620.31,0,63.3,LastPromotion,Tenure,Market Competitiveness
EMP0428,23,Engineering,Software Engineer,205,17,51936.3,0,90.9,Tenure,Salary,Role Overload
EMP0429,11,Marketing,Marketing Manager,183,4,124401.01,0,57.8,LastPromotion,Salary,Market Competitiveness
EMP0430,33,Sales,VP of Sales,146,5,203561.06,0,41.2,Tenure,LastPromotion,Salary
EMP0431,31,Finance,Finance Manager,160,23,115855.08,1,53.8,MonthlyHours,Salary,Market Competitiveness
EMP0432,32,HR,HR Manager,189,22,112186.93,0,25.2,Market Competitiveness,LastPromotion,Salary
EMP0433,8,Engineering,Senior Engineer,166,0,96654.01,0,52.7,Market Competitiveness,Role Overload,MonthlyHours
EMP0434,27,Operations,Operations Manager,163,19,109415.02,0,30.8,MonthlyHours,Salary,Market Competitiveness
EMP0435,1,Marketing,Marketing Specialist,208,0,68564.76,0,45.2,MonthlyHours,Market Competitiveness,Tenure
EMP0436,6,Sales,Sales Manager,152,0,100505.19,0,50.8,MonthlyHours,LastPromotion,Tenure
EMP0437,16,Sales,VP of Sales,204,11,154678.32,1,61.4,MonthlyHours,Tenure,LastPromotion
EMP0438,6,Sales,Sales Manager,167,0,102298.32,1,31.0,Tenure,Role Overload,MonthlyHours
EMP0439,6,Finance,Financial Analyst,164,4,56502.29,0,44.8,Salary,Role Overload,Market Competitiveness
EMP0440,53,Marketing,Marketing Manager,180,35,110067.06,0,30.9,Tenure,Role Overload,Salary
EMP0441,76,Marketing,Marketing Manager,185,26,126403.35,0,35.7,LastPromotion,Tenure,Role Overload
EMP0442,2,HR,Recruiter,156,0,53358.68,0,62.2,Role Overload,Salary,Tenure
EMP0443,4,Finance,Financial Analyst,157,2,72734.49,1,47.6,Salary,LastPromotion,Tenure
EMP0444,49,Engineering,Software Engineer,156,2,54728.04,0,63.2,Tenure,Role Overload,Salary
EMP0445,7,Marketing,Marketing Manager,176,1,111071.73,0,52.3,LastPromotion,Salary,Role Overload
EMP0446,98,Finance,VP of Finance,162,47,188791.69,0,31.0,Tenure,Salary,MonthlyHours
EMP0447,79,Operations,Operations Manager,189,7,122807.5,0,54.5,Tenure,LastPromotion,Market Competitiveness
EMP0448,29,HR,VP of HR,173,11,176929.46,0,42.2,Tenure,Market Competitiveness,LastPromotion
EMP0449,6,Sales,Sales Representative,177,5,61624.08,0,49.4,LastPromotion,Market Competitiveness,Salary
EMP0450,23,Engineering,Staff Engineer,186,20,121431.94,0,31.7,MonthlyHours,Salary,LastPromotion
EMP0451,31,Finance,Accountant,190,1,50006.36,1,54.3,LastPromotion,Salary,Tenure
EMP0452,76,Finance,Financial Analyst,160,0,53335.94,0,62.7,Tenure,Salary,LastPromotion
EMP0453,10,Engineering,Engineering Manager,178,1,97153.22,0,41.7,Market Competitiveness,MonthlyHours,Salary
EMP0454,22,Sales,Sales Representative,175,14,71649.14,0,60.4,Tenure,MonthlyHours,LastPromotion
EMP0455,24,Finance,Finance Manager,177,13,110945.7,1,23.7,MonthlyHours,Tenure,LastPromotion
EMP0456,19,Finance,Finance Manager,183,5,134675.57,1,34.5,LastPromotion,Market Competitiveness,Role Overload
EMP0457,17,Marketing,Marketing Manager,179,8,116481.65,0,39.5,LastPromotion,Tenure,Role Overload
EMP0458,41,HR,HR Generalist,159,33,75464.03,0,49.9,MonthlyHours,Market Competitiveness,Salary
EMP0459,24,Engineering,Staff Engineer,164,21,95529.15,0,44.2,Role Overload,Market Competitiveness,MonthlyHours
EMP0460,79,Engineering,Staff Engineer,164,14,130136.63,1,31.1,Tenure,Role Overload,LastPromotion
EMP0461,26,Sales,Sales Representative,183,19,68574.15,0,48.1,Role Overload,Tenure,LastPromotion
EMP0462,109,Engineering,Staff Engineer,163,26,109093.08,0,31.8,Tenure,Market Competitiveness,LastPromotion
EMP0463,64,Operations,Director of Operations,209,15,194266.42,0,61.6,LastPromotion,Market Competitiveness,Tenure
EMP0464,50,Engineering,Staff Engineer,182,42,97761.48,0,63.9,MonthlyHours,Tenure,Salary
EMP0465,63,Operations,Director of Operations,181,59,149258.81,0,73.7,Role Overload,Market Competitiveness,Tenure
EMP0466,45,HR,HR Manager,172,1,110128.98,0,26.1,Market Competitiveness,LastPromotion,Salary
EMP0467,70,Operations,Operations Specialist,161,52,60830.6,0,83.5,Tenure,Salary,LastPromotion
EMP0468,11,Operations,Operations Specialist,165,0,54527.45,1,65.7,Role Overload,Salary,LastPromotion
EMP0469,4,Sales,VP of Sales,179,3,204154.24,0,46.1,LastPromotion,Salary,MonthlyHours
EMP0470,49,Operations,Director of Operations,188,8,161983.07,0,42.4,Tenure,Salary,Market Competitiveness
EMP0471,20,Marketing,Growth Hacker,178,17,73222.78,0,39.0,LastPromotion,Role Overload,Market Competitiveness
EMP0472,61,Engineering,Engineering Manager,162,54,128317.5,1,35.9,Tenure,Market Competitiveness,MonthlyHours
EMP0473,59,HR,VP of HR,169,48,141401.63,0,65.9,Tenure,LastPromotion,Market Competitiveness
EMP0474,40,Marketing,VP of Marketing,168,13,160433.78,0,37.5,Tenure,Salary,Market Competitiveness
EMP0475,19,Marketing,Marketing Specialist,192,16,75142.75,0,64.5,MonthlyHours,Tenure,Market Competitiveness
EMP0476,1,Marketing,VP of Marketing,185,0,198736.98,0,28.1,Role Overload,Tenure,Salary
EMP0477,53,Marketing,VP of Marketing,174,33,205570.72,0,43.9,Tenure,MonthlyHours,Market Competitiveness
EMP0478,35,Marketing,Marketing Manager,158,31,129181.9,0,34.2,LastPromotion,Salary,Tenure
EMP0479,8,Finance,Accountant,155,6,72092.64,0,37.5,Market Competitiveness,LastPromotion,Tenure
EMP0480,14,Sales,VP of Sales,190,7,191712.05,0,41.9,Tenure,MonthlyHours,Role Overload
EMP0481,2,HR,HR Generalist,164,1,72724.02,0,43.6,Market Competitiveness,MonthlyHours,Role Overload
EMP0482,83,Sales,Account Executive,159,11,71341.94,0,42.2,Salary,Tenure,LastPromotion
EMP0483,19,Marketing,Marketing Specialist,163,3,55531.57,0,50.8,MonthlyHours,Salary,Tenure
EMP0484,12,HR,HR Generalist,144,6,75015.33,0,47.5,Role Overload,MonthlyHours,LastPromotion
EMP0485,24,HR,Recruiter,182,5,65478.82,0,37.7,Market Competitiveness,Role Overload,Tenure
EMP0486,12,HR,Recruiter,151,1,52097.08,0,28.6,Tenure,Salary,Role Overload
EMP0487,18,Engineering,Engineering Manager,173,1,111092.28,0,43.8,LastPromotion,MonthlyHours,Salary
EMP0488,2,Engineering,Software Engineer,206,1,68306.03,0,45.8,MonthlyHours,Market Competitiveness,Salary
EMP0489,123,Marketing,Marketing Specialist,197,3,73749.08,0,68.0,LastPromotion,Tenure,Role Overload
EMP0490,14,HR,VP of HR,187,4,151521.95,0,39.7,Tenure,LastPromotion,Salary
EMP0491,27,Finance,Financial Analyst,172,21,69457.71,0,43.9,Tenure,Role Overload,MonthlyHours
EMP0492,59,HR,VP of HR,176,10,202947.42,0,27.7,Tenure,LastPromotion,Market Competitiveness
EMP0493,13,Marketing,VP of Marketing,158,5,173191.06,0,43.8,Market Competitiveness,LastPromotion,MonthlyHours
EMP0494,11,Sales,VP of Sales,191,6,206646.7,0,58.1,MonthlyHours,Market Competitiveness,Tenure
EMP0495,62,Marketing,Growth Hacker,186,53,67393.22,0,55.8,Tenure,Role Overload,MonthlyHours
EMP0496,61,Sales,VP of Sales,171,52,163252.08,0,46.1,LastPromotion,Tenure,Market Competitiveness
EMP0497,3,HR,HR Manager,151,1,134317.88,0,32.2,Role Overload,Market Competitiveness,Salary
EMP0498,37,Sales,Sales Manager,180,33,125247.69,0,46.6,Market Competitiveness,LastPromotion,MonthlyHours
EMP0499,13,Operations,Operations Specialist,195,0,61199.52,0,63.4,Tenure,Salary,Market Competitiveness
EMP0500,40,Engineering,Senior Engineer,199,8,97558.9,0,53.2,LastPromotion,Market Competitiveness,Salary
EMP0501,17,Engineering,Engineering Manager,200,3,132555.08,0,63.0,Role Overload,Tenure,Salary
EMP0502,72,HR,HR Generalist,162,54,50851.64,0,69.7,Market Competitiveness,Salary,Role Overload
EMP0503,63,Marketing,Marketing Manager,161,16,113776.27,1,23.6,Tenure,MonthlyHours,LastPromotion
EMP0504,46,Marketing,VP of Marketing,191,9,171971.14,0,55.6,Tenure,MonthlyHours,LastPromotion
EMP0505,45,Finance,VP of Finance,158,38,184513.75,0,40.6,MonthlyHours,Salary,LastPromotion
EMP0506,23,Engineering,Senior Engineer,154,18,103505.05,0,59.3,LastPromotion,MonthlyHours,Role Overload
EMP0507,24,Engineering,Engineering Manager,187,0,126407.6,0,37.4,Tenure,MonthlyHours,Salary
EMP0508,11,Engineering,Engineering Manager,143,8,106160.33,0,36.8,LastPromotion,Market Competitiveness,Salary
EMP0509,22,Finance,Accountant,161,12,57246.19,0,68.3,LastPromotion,Salary,MonthlyHours
EMP0510,11,HR,HR Manager,191,1,132505.59,0,54.1,Tenure,LastPromotion,MonthlyHours
EMP0511,1,Engineering,Software Engineer,202,0,70963.56,0,63.5,LastPromotion,Tenure,MonthlyHours
EMP0512,19,Engineering,Staff Engineer,173,8,105866.57,0,51.8,LastPromotion,MonthlyHours,Tenure
EMP0513,17,Marketing,Growth Hacker,164,16,75080.34,0,45.0,Salary,MonthlyHours,Market Competitiveness
EMP0514,16,HR,HR Manager,165,0,125023.94,0,47.0,Role Overload,Tenure,Salary
EMP0515,22,Marketing,Growth Hacker,175,17,68321.7,1,44.7,MonthlyHours,Tenure,Market Competitiveness
EMP0516,17,HR,HR Generalist,172,8,74277.69,0,31.1,Role Overload,LastPromotion,Tenure
EMP0517,82,Marketing,Growth Hacker,173,11,54497.74,0,59.9,Tenure,Salary,MonthlyHours
EMP0518,50,Engineering,Software Engineer,175,1,62451.96,0,70.9,Tenure,Salary,MonthlyHours
EMP0519,69,Engineering,Staff Engineer,172,33,97563.79,0,16.1,Tenure,Role Overload,LastPromotion
EMP0520,67,HR,HR Generalist,151,21,68960.06,0,37.9,Tenure,MonthlyHours,Market Competitiveness
